,Presion,Temperatura,Peso,Flujo,H2,Hidrogeno,Metanol
0,"27,973288883043868","215,2349101822375","9163,80698828138","3,185660505384666","13055,744967975865","0,1050407812134047","30,2735846"
1,"54,39864292727086","291,0667612541934","5704,312226654566","1,0600377198064663","6328,989122740983","0,8876448588752452","1676,82754"
2,"107,93940366743928","247,2876049677156","2106,0093282045527","3,876407757206885","52618,095820178205","0,2454463362632584","56,3102745"
3,"12,979391752605355","223,3501571517024","7823,381526437042","2,1176222979067023","3368,7648346014607","0,7672578213084505","115,477265"
4,"107,5809195296746","291,0088283470424","7704,979801393345","4,045713883756936","61091,43257620912","0,3632465392404131","604,326305"
5,"27,78495018308396","214,9529839531888","6180,385610490926","3,2745794889404665","11154,61065770447","0,2798365515996736","21,9655772"
6,"89,11421678312784","194,68344050976404","9965,457572143485","3,61595690808739","16425,83768750756","0,609442330966757","196,110281"
7,"108,56236396208924","295,96960184206955","9376,954948083772","3,7781362775740224","4659,714274772817","0,787546343089577","1786,16188"
8,"92,76325426430172","219,8479953178697","2971,4511606554743","0,1329921514266325","4211,0334274535","0,2822729974870838","970,546538"
9,"94,17077983606524","223,93053638078413","1461,78749369623","1,0325897697906508","15578,930963568384","0,7408280103796016","122,914026"
10,"66,49715365439533","236,3282218859652","9965,085614439791","3,2287753184377728","50430,16854264707","0,7354609154648962","92,6819552"
11,"29,643102737842455","260,101967133948","9074,202823137935","0,1789636577555011","15910,144691840733","0,6548794320379142","565,661773"
12,"104,82410196789324","279,56843493370934","6518,347334252375","1,4610408005138673","48327,71079564171","0,8410425882550667","797,347215"
13,"14,5760037618584","293,33255793563404","5827,112288897563","4,428574429293328","24713,006619065287","0,9470030602034908","138,801571"
14,"110,35236603625688","269,5946974214139","4287,639718862368","0,7033173296086891","71695,01929221496","0,6757912151936935","283,552002"
15,"117,20382283493848","244,8881146676493","7438,911035037547","3,282989257119658","70721,53158649389","0,6851895916475684","191,20146"
16,"50,06674143781941","289,8654332891539","1356,1047328452742","3,1265945817761764","54448,97225467776","0,2333784841440344","49,3416347"
17,"13,612031503172858","232,66852398417316","2766,390000438037","4,121706288984652","6558,094404947489","0,5329424336051275","7,17985689"
18,"107,95315294419731","245,08991011266392","9992,459396246955","2,767497517729684","35979,21342993683","0,6993373470283674","812,10446"
19,"112,86850094188128","295,3631479087263","5444,699692352566","3,3661919151982502","42682,44010855905","0,6061040038314226","926,369508"
20,"13,017873753381568","289,0852664651526","6804,769743871161","2,1844317796998305","38905,08865574236","0,3997607699864332","21,7108543"
21,"106,60787413553034","294,06366895561183","7692,969595211708","3,1881463133687906","57139,955117691374","0,922219619166396","685,046963"
22,"91,63368626037992","212,09680033327015","7179,03697381277","2,687233254380427","34771,01408516473","0,3121562530505267","53,6878427"
23,"21,189356218823768","297,3409589579503","7572,09189753481","2,984974520198164","16108,043681089532","0,9423984032108216","1060,89164"
24,"87,13358931762934","231,0058499150728","798,7576283327135","3,1736918714751527","9348,532688140342","0,3248772946561185","198,670722"
25,"29,35804356453717","226,0985725090416","1557,217717134378","1,8949559123724755","6950,823964052447","0,4249889102169885","22,9978244"
26,"36,79555785008653","281,46698704763975","8908,992803814337","1,567824137446999","58650,26260751655","0,6018058554547652","170,836855"
27,"27,96302363590583","287,4821860586085","2513,035634453945","3,998728129078093","10079,905604187468","0,7868171831640823","848,941008"
28,"45,795419497425925","215,88225671812728","9198,876253603315","0,6785598227223514","10248,675353660785","0,1760380352659551","299,688762"
29,"99,14745476991445","234,59144757103363","8030,0204794797855","0,7992863578066474","24163,23359996085","0,320787197216022","698,549676"
30,"26,76675135084133","289,515700603877","1500,8754258394329","0,7424692120885364","4194,636769655112","0,7962235443126136","1256,76569"
31,"58,84626212493576","260,09770204519384","7123,074256395118","2,0596314955362645","22369,79641670416","0,1947931099995039","737,638451"
32,"118,92318663122316","196,3889195936543","8153,6425020423585","2,513292656817574","14731,727014554148","0,4672302059588299","424,484999"
33,"110,03633745360536","299,2633074692141","2268,2435456639173","4,004143629541477","26717,79019878031","0,967650309229351","1293,84863"
34,"26,022988911311565","250,61769598765565","9800,687038182064","0,6455546357144443","31842,701252930787","0,9070686269364336","48,1418283"
35,"49,59749497930173","281,0676827769485","2529,4500722362254","0,7337133293014836","42775,09779345166","0,1389516862985373","127,038774"
36,"94,06017836078858","247,3820062429158","2162,333706858451","1,6007910955041809","29360,118340033983","0,1288138535731856","189,746843"
37,"44,62993596586988","297,42727009556074","2017,8089517728315","4,291794004953377","69058,37850928902","0,7719072039931493","65,9891267"
38,"14,124830966322952","254,1622645763645","3064,3235244351927","0,358077820068168","3286,8971801099788","0,7163764005267189","253,01489"
39,"67,69105212820888","281,6102863253996","2389,23263855442","1,9793151301720728","64555,615561760846","0,5082816057978787","112,031531"
40,"32,81699555660915","254,1479392194862","4075,137169567406","3,985207011265892","13262,283721507803","0,1572712008244031","256,580731"
41,"92,9800969301283","276,8575991763707","6616,707431480681","0,8592606368404107","66927,37934401278","0,1904332730250452","330,588981"
42,"46,68400063537324","291,3886053204991","1684,706290635913","0,4919133517557543","55157,26956442277","0,1426485809589147","56,9312905"
43,"50,50650762780798","275,9109198454835","7568,5478415678335","1,922196904382642","33944,30610357365","0,5876597073479479","656,77938"
44,"29,00592305686294","191,37147063498","8124,606976152036","3,6261809777376928","5073,97497097706","0,3297132963441578","51,1678328"
45,"94,6816275902332","255,98794763612463","1508,91165922014","1,2682475317121882","35462,76674508561","0,6174019922486358","152,607169"
46,"49,6259319669429","261,11600909135603","8693,096942702708","2,418853333737036","56989,45210233157","0,250398319526801","101,363016"
47,"81,86049233329985","287,2234003861856","8679,846636765924","0,2035570579587095","46450,82942039511","0,9513789719476304","841,108731"
48,"72,84296683433115","266,2492174288606","6339,843501548434","3,5240755125849903","7075,614772327452","0,436596976181941","1725,56551"
49,"85,66325147433996","270,0960139285367","8253,254794964114","1,7316061346858378","72101,40175107568","0,8729517721994389","349,888736"
